Crop,Year,Country,Region,avgtemp,precipitation,co2,yield,extremeevents,irrigationaccess,pesticideuse,fertilizeruse,soilhealth,strategies,economicimpact,irrigationtype,soiltype,season,soilimpact,Machine_Name,Function,Features
Barley,2020,USA,South,8.62,2936.96,9.65,0.66,0,49.96,48.05,58.28,82.8,Drought-resistant Crops,190.17,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,1997,USA,West,12.39,2960.06,26.34,4.284,8,42.14,44.6,52.46,45.39,No Adaptation,496.86,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2006,India,West Bengal,33.96,1343.47,11.84,3.52,2,39.17,39.95,84.82,43.36,No Adaptation,880.52,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2017,Australia,New South Wales,30.13,1388.72,17.24,0.774,7,63.2,9.5,79.19,34.28,Drought-resistant Crops,199.6,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2003,India,Maharashtra,29.58,1441.1,22.89,1.602,6,54.33,46.51,41.82,78.16,Organic Farming,378.46,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2022,Canada,British Columbia,31.65,930.47,23.8,3.195,9,76.72,6.09,79.84,65.72,No Adaptation,1175.84,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,2007,Canada,Quebec,10.98,2205.82,15.92,3.879,6,10.97,20.92,3.97,78.75,Crop Rotation,728.87,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2014,USA,Midwest,28.54,824.04,6.69,2.77,5,34.2,11.31,96.81,36.57,Crop Rotation,390.3,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2024,Australia,Western Australia,16.26,964.35,24.91,2.034,10,75.19,25.96,84.81,31.55,Drought-resistant Crops,715.04,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2024,Canada,Ontario,27.89,470.95,0.96,2.6910000000000003,10,40.17,9.18,4.01,94.1,Crop Rotation,294.43,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2016,Argentina,Patagonia,-0.47,691.72,11.84,1.28,2,94.4,45.52,91.18,77.32,Water Management,567.46,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2009,Australia,Victoria,7.27,430.92,9.62,1.629,6,37.53,35.79,82.35,92.74,No Adaptation,786.97,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,1997,Brazil,Northeast,28.18,1353.01,9.94,3.73,3,76.6,1.18,34.4,63.28,Water Management,421.77,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2008,USA,Northeast,18.18,240.85,0.88,2.493,7,69.99,47.07,45.68,67.92,Crop Rotation,1028.44,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2005,India,Maharashtra,-2.78,1897.44,24.28,2.682,0,62.77,4.85,27.86,66.46,Drought-resistant Crops,557.32,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,1993,Canada,Prairies,24.67,2283.86,26.47,3.087,9,73.87,1.5,33.99,45.87,Drought-resistant Crops,733.47,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2017,France,Provence-Alpes-Cote d’Azur,23.92,340.08,2.46,1.4580000000000002,7,91.02,43.96,98.24,92.37,Drought-resistant Crops,727.57,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,2006,Argentina,Patagonia,20.57,1382.09,15.85,2.736,1,96.26,45.06,26.59,88.56,Crop Rotation,1313.11,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Sugarcane,1997,Russia,Siberian,32.5,1725.07,17.83,0.756,5,34.47,35.19,51.95,31.41,No Adaptation,102.3,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2018,China,North,22.3,340.65,19.15,3.222,7,67.74,0.05,29.35,53.63,Crop Rotation,1514.26,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2013,Canada,British Columbia,19.16,1830.22,19.5,3.636,9,66.56,13.4,87.59,65.21,Crop Rotation,1357.95,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2009,USA,West,3.71,1381.81,17.55,0.9,2,36.78,23.94,67.9,34.56,Organic Farming,118.31,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2008,Argentina,Patagonia,25.0,1624.03,16.23,1.485,6,70.65,24.51,7.69,73.73,Crop Rotation,592.45,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2013,India,Punjab,11.94,394.04,15.53,4.059,6,57.87,10.05,89.07,87.92,No Adaptation,954.85,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2001,Russia,Siberian,-3.71,1267.68,24.85,2.7,9,95.56,17.98,72.09,69.47,No Adaptation,1251.83,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,2009,France,Grand Est,-4.96,2934.4,14.04,2.54,0,19.78,22.77,75.18,81.57,Crop Rotation,364.74,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,1995,France,Grand Est,-1.37,1798.56,17.6,1.548,9,40.38,17.86,11.42,63.56,Organic Farming,511.64,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,1999,Argentina,Northwest,26.24,428.02,24.37,2.61,0,84.99,27.71,90.56,70.45,Drought-resistant Crops,978.59,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Wheat,1996,Canada,Quebec,0.44,1067.04,20.37,1.791,10,69.46,21.17,5.62,58.26,Water Management,464.68,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2017,Argentina,Northeast,1.94,439.0,11.06,0.459,4,70.2,38.67,54.98,83.69,Drought-resistant Crops,127.69,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,1998,Brazil,Northeast,17.37,576.25,23.49,3.654,7,69.52,24.3,62.02,89.57,Organic Farming,795.39,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2004,Australia,Victoria,-4.72,2021.72,3.45,2.45,4,97.85,37.71,39.57,45.43,No Adaptation,858.53,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2013,France,Provence-Alpes-Cote d’Azur,33.77,1185.52,10.26,3.49,3,75.04,33.5,54.39,82.75,Drought-resistant Crops,1289.31,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,2002,France,Provence-Alpes-Cote d’Azur,4.97,1994.15,18.68,0.7020000000000001,6,82.61,39.0,31.48,86.82,Water Management,71.53,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,1992,India,Punjab,17.91,2597.89,27.46,2.3400000000000003,4,78.74,38.51,97.25,30.23,Drought-resistant Crops,768.04,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Wheat,1992,Nigeria,North Central,25.22,2010.36,18.27,1.899,6,36.4,9.61,2.5,66.92,Organic Farming,752.71,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,2003,Nigeria,North West,-3.05,2374.08,21.18,1.323,5,20.32,18.29,26.51,36.66,No Adaptation,545.67,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,1995,India,Punjab,23.93,2063.59,23.42,1.98,1,88.23,18.19,48.84,92.61,No Adaptation,903.57,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2011,India,Maharashtra,11.02,992.46,3.86,1.63,5,31.24,2.84,64.96,37.3,Crop Rotation,630.1,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2018,France,Grand Est,5.23,1046.54,18.58,1.8,6,63.23,0.93,80.21,73.21,Drought-resistant Crops,492.9,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,1995,Russia,Northwestern,-0.99,1758.15,25.89,1.278,6,47.65,0.64,39.34,39.49,Organic Farming,628.15,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,1992,China,North,27.56,662.97,10.35,1.62,8,27.57,21.61,0.74,99.8,Crop Rotation,502.82,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Barley,1996,Argentina,Northwest,23.2,2588.69,16.5,3.096,7,70.04,28.04,96.21,69.86,Drought-resistant Crops,1110.35,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,1995,USA,South,5.95,2372.99,21.63,1.728,0,19.59,5.31,57.61,74.96,Water Management,251.11,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2008,Russia,Siberian,-3.76,1281.05,5.86,2.8,2,24.46,20.25,17.57,66.78,Crop Rotation,712.29,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Maize,2018,China,East,26.54,1847.23,6.02,0.96,6,90.49,41.95,76.37,45.3,No Adaptation,442.2,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,1998,Australia,Queensland,1.0,454.15,1.18,2.25,6,82.3,11.26,54.22,72.42,Water Management,627.87,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,1991,Brazil,Southeast,28.37,2343.65,4.05,3.4,10,73.34,47.12,87.43,90.33,Water Management,880.55,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Wheat,1996,Canada,Ontario,17.22,2383.44,26.21,2.313,5,57.96,45.66,66.58,57.42,Organic Farming,908.57,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2024,Russia,Northwestern,-0.29,1464.47,28.58,1.035,1,94.69,13.61,45.78,42.51,Water Management,191.53,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2006,Canada,Prairies,33.78,570.28,0.87,1.19,6,76.7,23.26,16.28,71.7,Organic Farming,279.95,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Maize,2010,Argentina,Northwest,14.13,868.55,8.12,2.76,5,61.41,30.42,3.22,37.89,Water Management,302.57,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,2008,Nigeria,South East,31.36,1173.4,3.38,1.05,3,94.93,28.37,62.53,92.74,No Adaptation,164.48,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2012,Russia,Central,5.24,1811.14,14.1,1.21,6,77.84,42.98,35.63,65.45,Water Management,363.79,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2022,France,Provence-Alpes-Cote d’Azur,-3.23,1245.64,15.3,2.619,1,56.31,32.97,25.11,39.39,Drought-resistant Crops,978.5,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2006,China,South,26.36,2084.99,29.77,1.26,6,88.09,33.2,55.34,48.15,Crop Rotation,325.72,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Maize,2002,China,North,-0.91,1855.86,2.76,1.52,3,98.07,27.5,23.16,84.34,Crop Rotation,367.69,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2011,Brazil,South,18.35,422.47,13.11,4.293,2,38.8,36.74,95.73,30.99,Drought-resistant Crops,1330.89,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2017,Brazil,North,30.31,2584.38,9.64,0.98,4,85.17,4.89,18.9,71.43,Water Management,310.32,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2008,Russia,Siberian,5.79,1998.6,17.81,0.5760000000000001,1,65.02,13.08,96.55,64.88,Crop Rotation,144.44,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2017,France,Grand Est,-3.31,2380.02,19.17,0.657,10,35.51,4.08,91.69,59.0,Organic Farming,269.95,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Sugarcane,2003,India,Tamil Nadu,34.59,1495.7,18.11,2.772,0,13.98,34.82,22.66,32.28,Crop Rotation,832.69,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Sugarcane,2013,Australia,Western Australia,14.09,606.16,8.7,2.89,8,97.89,29.5,77.72,71.25,Organic Farming,689.8,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Barley,2021,India,Punjab,-3.29,556.02,2.03,2.49,7,50.79,9.77,76.74,98.24,Crop Rotation,719.53,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Sugarcane,2007,France,Ile-de-France,29.76,1458.09,11.49,1.95,0,60.09,46.85,56.73,87.55,Drought-resistant Crops,842.13,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2001,Argentina,Northwest,4.24,1965.3,26.16,2.052,8,93.7,46.32,66.81,62.02,Crop Rotation,221.36,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2020,China,Central,27.63,1204.36,15.99,3.33,4,44.75,19.41,68.06,87.28,No Adaptation,1647.56,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Rice,2002,USA,West,1.68,1344.94,29.85,0.5670000000000001,1,18.83,29.97,20.24,38.64,Drought-resistant Crops,281.0,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Rice,2002,France,Grand Est,28.71,1495.66,5.2,0.91,2,82.65,8.23,6.13,94.98,No Adaptation,349.95,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Barley,2017,Australia,Western Australia,13.58,1249.16,1.56,1.87,8,18.2,49.56,27.13,81.6,No Adaptation,470.87,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Maize,2023,India,Tamil Nadu,23.65,2372.85,20.04,1.728,7,91.12,36.36,35.66,75.18,Water Management,565.81,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Rice,1993,Brazil,Southeast,25.48,598.71,21.4,1.962,3,91.25,11.21,13.98,72.15,Drought-resistant Crops,620.63,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2009,Russia,Central,0.39,1454.22,1.14,2.44,10,39.06,26.6,49.22,71.71,Drought-resistant Crops,1200.93,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Wheat,2017,India,Maharashtra,6.89,1805.67,27.78,2.007,4,40.29,14.06,6.89,31.56,Drought-resistant Crops,410.04,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Wheat,2000,Brazil,South,14.48,1336.49,5.09,4.45,5,79.92,38.93,22.12,91.8,No Adaptation,465.88,Drip,Clay,Zaid,"Soil erosion, nutrient loss",Combine Harvester,"Harvests, threshes, and cleans grains",Interchangeable headers
Rice,1992,India,Maharashtra,13.67,302.04,8.73,3.321,3,67.26,8.54,96.05,43.9,Water Management,563.1,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Maize,1996,France,Grand Est,7.78,2085.42,8.97,1.22,6,65.72,0.22,79.28,41.83,Crop Rotation,562.82,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,1992,USA,Northeast,33.61,2242.69,22.4,2.205,3,64.81,16.67,48.66,31.38,No Adaptation,340.59,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Barley,2014,Canada,Quebec,10.6,2734.88,26.98,1.917,6,55.94,15.41,0.12,79.61,Drought-resistant Crops,269.98,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
Rice,2014,Canada,Prairies,15.84,1650.33,2.5,4.25,6,89.21,21.34,59.67,40.81,Water Management,1265.93,Drip,Silty,Kharif,"Hardpan, micronutrient imbalance",Rice Harvester,"Cuts, threshes, cleans grains in mud",Flooded-field capability
Sugarcane,2000,Nigeria,North West,27.39,490.57,14.84,1.116,9,80.75,36.07,15.32,90.36,Water Management,222.0,Flood,Silty,Kharif,"Salinization, fertility loss",Sugarcane Harvester,"Cuts, chops, and removes leaves",Rotating blades
Maize,2011,Argentina,Pampas,29.63,619.89,12.78,2.07,5,60.59,3.01,82.93,96.84,Organic Farming,994.2,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Maize,1991,Nigeria,North West,31.85,844.5,14.41,2.63,5,40.84,21.28,42.82,55.15,No Adaptation,539.86,Drip,Peaty,Rabi,"Soil exhaustion, compaction",Corn Harvester,"Strips ears, handles stalks",Specialized corn headers
Barley,1999,USA,Northeast,-1.95,442.91,18.04,0.738,3,98.11,39.46,99.97,40.68,Organic Farming,344.33,Flood,Sandy,Zaid,"Nutrient depletion, shallow roots",Combine Harvester,Multi-function grain harvesting,Customizable for barley conditions
